"Data Table: Diabetes mellitus (types combined), excluding gestational diabetes, Age-standardized incidence rate, per 100,000"

"Geography","Sex","Age group type","Age group","Fiscal year","Rate (per 100,000)","Standard Error","Lower 95%_CI","Upper 95%_CI","Rate CV (%)","Case counts","Population",
"Northwest Territories","Males","Total","1+","2023–2024","825","74.4711","686","1025","9.03","135","20585",
"Nunavut","Both sexes","Total","1+","2000–2001","","","","","","","",
"Nunavut","Females","Total","1+","2000–2001","","","","","","","",
"Nunavut","Males","Total","1+","2000–2001","","","","","","","",
"Nunavut","Both sexes","Total","1+","2001–2002","","","","","","","",
"Nunavut","Females","Total","1+","2001–2002","","","","","","","",
"Nunavut","Males","Total","1+","2001–2002","","","","","","","",
"Nunavut","Both sexes","Total","1+","2002–2003","","","","","","","",
"Nunavut","Females","Total","1+","2002–2003","","","","","","","",
"Nunavut","Males","Total","1+","2002–2003","","","","","","","",
"Nunavut","Both sexes","Total","1+","2003–2004","","","","","","","",
"Nunavut","Females","Total","1+","2003–2004","","","","","","","",
"Nunavut","Males","Total","1+","2003–2004","","","","","","","",
"Nunavut","Both sexes","Total","1+","2004–2005","","","","","","","",
"Nunavut","Females","Total","1+","2004–2005","","","","","","","",
"Nunavut","Males","Total","1+","2004–2005","","","","","","","",
"Nunavut","Both sexes","Total","1+","2005–2006","1200","125.1065","967","1538","10.43","145","30530",
"Nunavut","Females","Total","1+","2005–2006","1261","194.5836","909","1903","15.43","70","14810",
"Nunavut","Males","Total","1+","2005–2006","1154","164.8742","853","1972","14.29","75","15720",
"Nunavut","Both sexes","Total","1+","2006–2007","830","98.3931","649","1121","11.85","105","31035",
"Nunavut","Females","Total","1+","2006–2007","893","147.4420","627","1462","16.52","55","15095",
"Nunavut","Males","Total","1+","2006–2007","773","131.5184","537","1797","17.02","50","15945",
"Nunavut","Both sexes","Total","1+","2007–2008","689","90.1759","524","965","13.08","95","30850",
"Nunavut","Females","Total","1+","2007–2008","689","125.1887","466","1147","18.17","45","14980",
"Nunavut","Males","Total","1+","2007–2008","683","126.8898","457","1166","18.59","45","15870",
"Nunavut","Both sexes","Total","1+","2008–2009","1077","112.9792","867","1382","10.49","145","31820",
"Nunavut","Females","Total","1+","2008–2009","1145","173.7728","830","1651","15.17","70","15450",
"Nunavut","Males","Total","1+","2008–2009","991","140.0819","736","1574","14.13","75","16365",
"Nunavut","Both sexes","Total","1+","2009–2010","794","102.0217","607","1080","12.85","125","32855",
"Nunavut","Females","Total","1+","2009–2010","887","153.8320","612","1391","17.33","65","15970",
"Nunavut","Males","Total","1+","2009–2010","650","101.7019","466","1278","15.64","60","16890",
"Nunavut","Both sexes","Total","1+","2010–2011","1016","104.4970","821","1300","10.29","150","33950",
"Nunavut","Females","Total","1+","2010–2011","881","141.1035","627","1330","16.01","60","16520",
"Nunavut","Males","Total","1+","2010–2011","1135","150.9908","859","1613","13.30","90","17425",
"Nunavut","Both sexes","Total","1+","2011–2012","717","81.5281","566","965","11.37","125","34855",
"Nunavut","Females","Total","1+","2011–2012","793","119.7531","576","1198","15.10","70","17005",
"Nunavut","Males","Total","1+","2011–2012","645","108.7806","449","1099","16.87","55","17850",
"Nunavut","Both sexes","Total","1+","2012–2013","751","93.2987","579","1021","12.43","135","35455",
"Nunavut","Females","Total","1+","2012–2013","706","109.5620","508","1102","15.51","65","17275",
"Nunavut","Males","Total","1+","2012–2013","821","160.9519","537","1355","19.59","70","18180",
"Nunavut","Both sexes","Total","1+","2013–2014","686","76.0634","545","936","11.09","135","35355",
"Nunavut","Females","Total","1+","2013–2014","590","99.5607","411","957","16.89","60","17215",
"Nunavut","Males","Total","1+","2013–2014","780","117.6903","566","1347","15.10","70","18130",
"Nunavut","Both sexes","Total","1+","2014–2015","690","74.6965","551","939","10.83","130","35905",
"Nunavut","Females","Total","1+","2014–2015","626","104.9622","437","1015","16.78","55","17530",
"Nunavut","Males","Total","1+","2014–2015","744","106.9650","550","1374","14.37","70","18370",
"Nunavut","Both sexes","Total","1+","2015–2016","805","95.3863","629","1078","11.85","130","36600",
"Nunavut","Females","Total","1+","2015–2016","636","121.1111","421","1015","19.04","55","17900",
"Nunavut","Males","Total","1+","2015–2016","942","138.5606","690","1524","14.71","80","18705",
"Nunavut","Both sexes","Total","1+","2016–2017","557","65.4665","436","1548","11.75","110","37555",
"Nunavut","Females","Total","1+","2016–2017","639","107.2513","446","3735","16.79","55","18330",
"Nunavut","Males","Total","1+","2016–2017","478","75.2217","342","2002","15.73","55","19220",
"Nunavut","Both sexes","Total","1+","2017–2018","557","70.2370","428","1157","12.62","105","38235",
"Nunavut","Females","Total","1+","2017–2018","456","81.0078","311","1986","17.77","45","18645",
"Nunavut","Males","Total","1+","2017–2018","678","122.4245","460","1701","18.05","60","19595",
"Nunavut","Both sexes","Total","1+","2018–2019","574","63.9895","455","873","11.15","120","38865",
"Nunavut","Females","Total","1+","2018–2019","517","93.6176","350","1144","18.09","50","18960",
"Nunavut","Males","Total","1+","2018–2019","613","82.8254","462","1131","13.51","75","19915",
"Nunavut","Both sexes","Total","1+","2019–2020","428","97.6463","259","787","22.81","65","38815",
"Nunavut","Females","Total","1+","2019–2020","","","","","38.07","","",
"Nunavut","Males","Total","1+","2019–2020","343","65.4750","227","858","19.09","40","19855",
"Nunavut","Both sexes","Total","1+","2020–2021*","240","33.3322","179","437","13.87","60","38885",
"Nunavut","Females","Total","1+","2020–2021*","139","34.0356","81","484","24.40","20","19000",
"Nunavut","Males","Total","1+","2020–2021*","330","55.0063","231","768","16.67","40","19890",
"Nunavut","Both sexes","Total","1+","2021–2022*","545","81.8001","396","791","15.01","95","39520",
"Nunavut","Females","Total","1+","2021–2022*","331","80.8654","192","648","24.41","30","19330",
"Nunavut","Males","Total","1+","2021–2022*","770","163.0678","484","1347","21.17","60","20180",
"Nunavut","Both sexes","Total","1+","2022–2023*","281","38.1816","211","457","13.60","70","40090",
"Nunavut","Females","Total","1+","2022–2023*","288","56.9484","188","552","19.76","35","19640",
"Nunavut","Males","Total","1+","2022–2023*","275","51.4149","184","784","18.70","35","20455",
"Nunavut","Both sexes","Total","1+","2023–2024","390","51.5724","295","564","13.24","75","40835",
"Nunavut","Females","Total","1+","2023–2024","211","51.2944","123","457","24.29","25","20005",
"Nunavut","Males","Total","1+","2023–2024","553","86.8615","396","935","15.71","55","20830",


"Context-Specific Notes:",
"1. *Many CCDSS measures, such as chronic condition incidence, were influenced by the COVID-19 pandemic. Changes in such measures may be driven by multiple factors, including (but not limited to) differences in healthcare seeking behaviour, the availability and use of healthcare services, as well as true changes in health status. As such, CCDSS measures should be used cautiously when making inferences about population health during the COVID-19 pandemic. For the purposes of interpreting the estimates in this data tool, the COVID-19 pandemic period is defined as fiscal years 2020–2021 to 2022–2023. This timeframe aligns with the World Health Organization’s declaration of COVID-19 as a public emergency of international concern from January 30, 2020, to May 5, 2023. Guidance for data users on examining the impacts of the COVID-19 pandemic on CCDSS measures during the pandemic period can be accessed below. ",
"2. IMPORTANT CHANGE: Estimates are now age-standardized using the 2021 Canadian population, based on unrounded counts and five-year age groups. Previous versions of the data tool used the 2011 Canadian population. As a result, differences may be observed when comparing estimates across versions.",

"General Notes:",
"1. Data suppression: Estimates are not reported when the counts are less than 10 or the coefficient of variation is greater than 33.3%.",
"2. Due to periodic updates of the historical surveillance data, estimates for a particular condition and year may change over time, and may not be comparable to previous versions. ",

"Provincial and Territorial Notes:",
"1. Nova Scotia data among individuals aged 1–19 are excluded.",
"2. Nunavut data are excluded before 2005–2006.",
"3. Newfoundland and Labrador data are excluded before 2008–2009. ",
"4. Yukon data are excluded before 2010–2011.  ",
"5. Due to New Brunswick’s 2020 transition to ICD-10-CA codes in physician billing claims, continuity with historical health data has been disrupted, affecting the inclusion of conditions relying on physician billing claim data in the CCDSS. Options are being explored to expedite the reintegration of New Brunswick’s data in future releases.",
"6. The modernization of the Quebec billing system for fee-for-service medical services by the Régie de l’assurance maladie du Québec (RAMQ) in 2016 has resulted in a decrease in the entry of diagnostic codes in the fee-for-service medical services file. Data for 2016–2017 and subsequent years should therefore be interpreted with caution, as a slight underestimation is suspected. ",
"7. The introduction of the Northwest Territories Electronic Medical Record (EMR) in 2016 resulted in more complete and consistent data. Data for 2016–2017 may be slightly underestimated compared to previous years due to the system transition.  ",
"8. Northwest Territories physician billing claim data were incomplete for 2021–2022, 2022–2023 and 2023–2024 and should therefore be interpreted with caution, as a slight underestimation is suspected.",
"9. On February 1, 2023, British Columbia (BC) implemented a new Longitudinal Family Physician (LFP) payment model billed through BC’s Medical Services Plan (MSP) database whereby family physicians can now bill for time spent with patients. MSP records for health encounters billed under the new model include use of a placeholder diagnostic code that is not valid for Canadian Chronic Disease Surveillance System (CCDSS) case definitions. Implementation of the LFP model is not anticipated to significantly impact incidence/newly identified case estimates, however indirect effects of the new billing model cannot be ruled out. Data should therefore be interpreted with caution until further validation is completed.",
"10. BC’s LFP payment model introduced a new MSP service code that was not included in the previous CCDSS version. As a result, records billed under this new code in February and March 2023 were missed. The current CCDSS version retrospectively includes these records; therefore, estimates for fiscal year 2022–2023 may be higher for some conditions compared to estimates from the previous version.",

"Other Notes:",
"1. These data were made possible through collaboration between PHAC and the respective provincial and territorial governments of British Columbia, Alberta, Saskatchewan, Manitoba, Ontario, Quebec, New Brunswick, Nova Scotia, Prince Edward Island, Newfoundland and Labrador, Northwest Territories, Yukon, and Nunavut. No endorsement by the provinces and territories is intended or should be inferred. Provincial and territorial data were contributed to the CCDSS as of April 2025.",

"CI: Confidence interval.",
"CV: Coefficient of variation.",

"Source: ",
"Canadian Chronic Disease Surveillance System 2025",


"https://health-infobase.canada.ca/CCDSS/data-tool/",
"https://sante-infobase.canada.ca/SCSMC/outil-de-donnees/",
"Date downloaded: 2026-04-30"
